Column,source,target
61,Harald Nielsen,Svanhild
61,Harald Nielsen,Arnoldus Reimers
61,Harald Nielsen,Falk
61,Harald Nielsen,Halm
61,Harald Nielsen,Signe Giebelhausen
61,Harald Nielsen,Laura Gundersen
61,Harald Nielsen,Anna Haverland
61,Harald Nielsen,Fru Juel
61,Harald Nielsen,Lind
61,Harald Nielsen,Christian Abelsted
61,Harald Nielsen,Styver
61,Harald Nielsen,Andreas Isachsen
61,Harald Nielsen,Frøken Skjære
61,Harald Nielsen,Henrik Klausen
61,Harald Nielsen,x
61,Harald Nielsen,Sofie Parelius
61,Harald Nielsen,Bernick
61,Harald Nielsen,Laura Gundersen
61,Harald Nielsen,x
61,Harald Nielsen,Aagot Gjems
61,Harald Nielsen,Hilmar Tønnesen
61,Harald Nielsen,Arnoldus Reimers
61,Harald Nielsen,frøken Hessel
61,Harald Nielsen,Lucie Wolf
61,Harald Nielsen,Andreas Isachsen
61,Harald Nielsen,Rørlund
61,Harald Nielsen,Henrik Klausen
61,Harald Nielsen,Rummel
61,Harald Nielsen,Jens Selmer
61,Harald Nielsen,Johannes Brun
61,Harald Nielsen,Hjalmar Hammer
61,Harald Nielsen,Christian Abelsted
61,Harald Nielsen,Ole Johan Bucher
61,Harald Nielsen,Dina Dorf
61,Harald Nielsen,Fru Juel
61,Harald Nielsen,Krap
61,Harald Nielsen,Aunes
61,Harald Nielsen,Sofie Parelius
61,Harald Nielsen,fru Holt
61,Harald Nielsen,Vilhelm Lyng
61,Harald Nielsen,Amalie Døvle
61,Harald Nielsen,Emil Stang
61,Harald Nielsen,Nils Lund
61,Harald Nielsen,Prom. Brynhjolf
61,Harald Nielsen,Sigurd Ibsen
61,Harald Nielsen,Valerie Maurer
62,Dhrr Steens,Jacob Mayson
62,Dhrr Steens,Harald Nielsen
62,Dhrr Steens,Hans Jacob Wille
63,Hans Jacob Wille,Jacob Mayson
63,Hans Jacob Wille,Harald Nielsen
63,Hans Jacob Wille,Dhrr Steens
65,Andreas Isachsen,Mdm Hundevadt
65,Andreas Isachsen,Harald Nielsen
65,Andreas Isachsen,Hans Jacob Jensen
65,Andreas Isachsen,Knud Rosendahl
65,Andreas Isachsen,Herman Laading
65,Andreas Isachsen,Rafaels
66,Mdm Hundevadt,Andreas Isachsen
66,Mdm Hundevadt,Harald Nielsen
67,Harald Nielsen,Andreas Isachsen
67,Harald Nielsen,Mdm Hundevadt
68,Hans Jacob Jensen,Knud Rosendahl
68,Hans Jacob Jensen,Herman Laading
68,Hans Jacob Jensen,Andreas Isachsen
68,Hans Jacob Jensen,Marie Thoresen
68,Hans Jacob Jensen,J. Ebbel
68,Hans Jacob Jensen,Frederik Hegel
68,Hans Jacob Jensen,Emil Stang
68,Hans Jacob Jensen,Jacob Nandrup
68,Hans Jacob Jensen,Hans
68,Hans Jacob Jensen,Susanna Ibsen
68,Hans Jacob Jensen,Sigurd Ibsen
68,Hans Jacob Jensen,Emil Stang
68,Hans Jacob Jensen,Johanne Dybwad
68,Hans Jacob Jensen,Albert Cammermeyer
68,Hans Jacob Jensen,Julian
68,Hans Jacob Jensen,Gregor fra Nazianz
68,Hans Jacob Jensen,Basilios den store
68,Hans Jacob Jensen,x
68,Hans Jacob Jensen,Cæsarion
68,Hans Jacob Jensen,Konstanzios
68,Hans Jacob Jensen,Pergamon
68,Hans Jacob Jensen,Hilarion
68,Hans Jacob Jensen,Frederik Hegel
68,Hans Jacob Jensen,Eunapios
68,Hans Jacob Jensen,August Larsen
68,Hans Jacob Jensen,Marie Thoresen
68,Hans Jacob Jensen,Johan Herman Thoresen
68,Hans Jacob Jensen,Oskar Blumenthal
68,Hans Jacob Jensen,Carl Christian Hall
68,Hans Jacob Jensen,Andreas Frederik Krieger
68,Hans Jacob Jensen,Didi Heibergs
68,Hans Jacob Jensen,Marcus Monrad
68,Hans Jacob Jensen,Ludvig Ludvigsen Daae
68,Hans Jacob Jensen,Jakob Løkke
68,Hans Jacob Jensen,Frederik Hegel
68,Hans Jacob Jensen,Emil Stang
68,Hans Jacob Jensen,Andreas Isachsen
68,Hans Jacob Jensen,Marie Thoresen
68,Hans Jacob Jensen,Emil Stang
68,Hans Jacob Jensen,Andreas Isachsen
68,Hans Jacob Jensen,Marie Thoresen
68,Hans Jacob Jensen,Sara Ludvigsen
68,Hans Jacob Jensen,Thomas Kragh Thoresen
68,Hans Jacob Jensen,Susanna Ibsen
68,Hans Jacob Jensen,Inger
68,Hans Jacob Jensen,Frederik Hegel
68,Hans Jacob Jensen,Nils Lund
68,Hans Jacob Jensen,Sigurd Ibsen
68,Hans Jacob Jensen,Dorothea Falsen
68,Hans Jacob Jensen,Paul Heyse
68,Hans Jacob Jensen,Immanuel Rée
68,Hans Jacob Jensen,Sara Ludvigsen
68,Hans Jacob Jensen,Bjørnstjerne Bjørnson
68,Hans Jacob Jensen,Marie Thoresen
68,Hans Jacob Jensen,x
68,Hans Jacob Jensen,Inger
68,Hans Jacob Jensen,Hjalmar Ekdals
68,Hans Jacob Jensen,Gregers
68,Hans Jacob Jensen,Relling
68,Hans Jacob Jensen,Kristoffer Janson
68,Hans Jacob Jensen,Gina Krog
68,Hans Jacob Jensen,Lucie Wolf
68,Hans Jacob Jensen,Hedvig
68,Hans Jacob Jensen,Sørby
68,Hans Jacob Jensen,Laura Gundersen
68,Hans Jacob Jensen,Christian Hammer
68,Hans Jacob Jensen,Bjørnstjerne Bjørnson
68,Hans Jacob Jensen,Ekdal
68,Hans Jacob Jensen,Hans Brun
68,Hans Jacob Jensen,Henrik Klausen
68,Hans Jacob Jensen,Jens Selmer
68,Hans Jacob Jensen,Andreas Isachsen
68,Hans Jacob Jensen,Molviks
68,Hans Jacob Jensen,Henrik Georg Petersen
68,Hans Jacob Jensen,Ole Johan Bucher
68,Hans Jacob Jensen,x
69,Knud Rosendahl,Hans Jacob Jensen
69,Knud Rosendahl,Herman Laading
69,Knud Rosendahl,Andreas Isachsen
70,Herman Laading,Hans Jacob Jensen
70,Herman Laading,Knud Rosendahl
70,Herman Laading,Andreas Isachsen
71,Rafaels,Andreas Isachsen
72,Jens Peter Jakobsen,Carl Johannesen
73,Carl Johannesen,Jens Peter Jakobsen
74,Carl Peter Borgaard,Halfdan Kjerulf
74,Carl Peter Borgaard,Poul B. Hansen
75,Halfdan Kjerulf,Carl Peter Borgaard
75,Halfdan Kjerulf,Poul B. Hansen
76,Poul B. Hansen,Carl Peter Borgaard
76,Poul B. Hansen,Halfdan Kjerulf
77,x,Andreas Isachsen
77,x,Hans Jacob Jensen
77,x,Birgitte Guldbrandsen
77,x,Bjørnstjerne Bjørnson
78,Andreas Isachsen,x
78,Andreas Isachsen,Hans Jacob Jensen
78,Andreas Isachsen,Birgitte Guldbrandsen
79,Hans Jacob Jensen,x
79,Hans Jacob Jensen,Andreas Isachsen
79,Hans Jacob Jensen,Birgitte Guldbrandsen
80,Birgitte Guldbrandsen,x
80,Birgitte Guldbrandsen,Andreas Isachsen
80,Birgitte Guldbrandsen,Hans Jacob Jensen
81,x,Johan Ludvig Alsing
81,x,Andreas Isachsen
81,x,Marie Thoresen
81,x,Catharina Sørensen
81,x,Josselines
81,x,August Larsen
82,Johan Ludvig Alsing,x
82,Johan Ludvig Alsing,Andreas Isachsen
82,Johan Ludvig Alsing,Marie Thoresen
82,Johan Ludvig Alsing,Catharina Sørensen
82,Johan Ludvig Alsing,Josselines
82,Johan Ludvig Alsing,August Larsen
83,Andreas Isachsen,x
83,Andreas Isachsen,Johan Ludvig Alsing
83,Andreas Isachsen,Marie Thoresen
83,Andreas Isachsen,Catharina Sørensen
83,Andreas Isachsen,Josselines
83,Andreas Isachsen,August Larsen
84,Marie Thoresen,x
84,Marie Thoresen,Johan Ludvig Alsing
84,Marie Thoresen,Andreas Isachsen
84,Marie Thoresen,Catharina Sørensen
84,Marie Thoresen,Josselines
84,Marie Thoresen,August Larsen
84,Marie Thoresen,Frederik Hegel
84,Marie Thoresen,Clemens Petersen
84,Marie Thoresen,Susanna Ibsen
84,Marie Thoresen,Lorenz Dietrichsons
84,Marie Thoresen,Walter Runeberg
84,Marie Thoresen,Thomas Kragh Thoresen
84,Marie Thoresen,Axel Thoresen
84,Marie Thoresen,Sara Ludvigsen
84,Marie Thoresen,Dorothea Falsen
84,Marie Thoresen,Sophie
84,Marie Thoresen,Sigurd Ibsen
84,Marie Thoresen,Abdel Kader
84,Marie Thoresen,Susanna Ibsen
84,Marie Thoresen,Jacob Nandrup
84,Marie Thoresen,Frederik Hegel
84,Marie Thoresen,Jakob Løkke
84,Marie Thoresen,Sigurd Ibsen
84,Marie Thoresen,Harald Thaulow
84,Marie Thoresen,Vinje
84,Marie Thoresen,Frederik Hegel
84,Marie Thoresen,Bjørnstjerne Bjørnson
84,Marie Thoresen,Susanna Ibsen
84,Marie Thoresen,Sigurd Ibsen
84,Marie Thoresen,Dorothea Falsen
84,Marie Thoresen,Bjørnstjerne Bjørnson
84,Marie Thoresen,Jacob Nandrup
84,Marie Thoresen,Bernhard Dunker
84,Marie Thoresen,Marcus Tullius Cicero
84,Marie Thoresen,Jakob Løkke
84,Marie Thoresen,Frederik Hegel
84,Marie Thoresen,Meïr Goldschmidt
84,Marie Thoresen,Georg Brandes
84,Marie Thoresen,Søren Jaabæk
84,Marie Thoresen,Bjørnstjerne Bjørnson
84,Marie Thoresen,Dorothea Falsen
84,Marie Thoresen,Axel Thoresen
84,Marie Thoresen,Susanna Ibsen
84,Marie Thoresen,Sigurd Ibsen
84,Marie Thoresen,Bjørnstjerne Bjørnson
84,Marie Thoresen,Susanna Ibsen
84,Marie Thoresen,Thomas Kragh Thoresen
84,Marie Thoresen,Friedrich von Schiller
84,Marie Thoresen,Jakob Løkke
84,Marie Thoresen,Sigurd Ibsen
84,Marie Thoresen,Thomas Kragh Thoresen
84,Marie Thoresen,Lina
84,Marie Thoresen,Sara Ludvigsen
84,Marie Thoresen,Sara Ludvigsen
84,Marie Thoresen,Herman Baars
84,Marie Thoresen,Elise Holck
84,Marie Thoresen,Edith Pradez
84,Marie Thoresen,Christian Albrecht Lerche
85,Catharina Sørensen,x
85,Catharina Sørensen,Johan Ludvig Alsing
85,Catharina Sørensen,Andreas Isachsen
85,Catharina Sørensen,Marie Thoresen
85,Catharina Sørensen,Josselines
85,Catharina Sørensen,August Larsen
86,Josselines,x
86,Josselines,Johan Ludvig Alsing
86,Josselines,Andreas Isachsen
86,Josselines,Marie Thoresen
86,Josselines,Catharina Sørensen
86,Josselines,August Larsen
87,August Larsen,x
87,August Larsen,Johan Ludvig Alsing
87,August Larsen,Andreas Isachsen
87,August Larsen,Marie Thoresen
87,August Larsen,Catharina Sørensen
87,August Larsen,Josselines
87,August Larsen,Andreas Isachsen
87,August Larsen,Christine Siewers
87,August Larsen,x
87,August Larsen,Hans Jacob Jensen
87,August Larsen,x
87,August Larsen,Johanne Luise Heiberg
87,August Larsen,Georg Krohn
87,August Larsen,Andreas Isachsen
87,August Larsen,Edvard Brandes
87,August Larsen,Marie Thoresen
87,August Larsen,Johan Herman Thoresen
87,August Larsen,Oskar Blumenthal
87,August Larsen,Carl Christian Hall
87,August Larsen,Andreas Frederik Krieger
87,August Larsen,Didi Heibergs
87,August Larsen,Marcus Monrad
87,August Larsen,Ludvig Ludvigsen Daae
87,August Larsen,Jakob Løkke
87,August Larsen,Hans Jacob Jensen
87,August Larsen,Georg Brandes
87,August Larsen,Moritz Lazarus
87,August Larsen,Jonas Lie
87,August Larsen,Peter Steensballe
87,August Larsen,Erik af Edholm
87,August Larsen,Georg Brandes
87,August Larsen,Helene Raff
87,August Larsen,Frederik Hegel
87,August Larsen,Sara Ludvigsen
87,August Larsen,Marcus Grønvold
87,August Larsen,Sara Ludvigsen
87,August Larsen,Emma Klingenfeld
87,August Larsen,Georg Brandes
87,August Larsen,Marie Colban
87,August Larsen,Jens Peter Jakobsen
87,August Larsen,Christian Richardt
87,August Larsen,Edvard Stjernström
87,August Larsen,Wilhelm Lange
87,August Larsen,Molbech
87,August Larsen,Bjørnstjerne Bjørnson
87,August Larsen,Marie Thoresen
87,August Larsen,Marie Colban
87,August Larsen,Sigurd Ibsen
87,August Larsen,x
87,August Larsen,Paul Schlenther
87,August Larsen,Otto Brahm
87,August Larsen,Edmund Gosse
87,August Larsen,W. Heinemann
87,August Larsen,Dorothea Falsen
87,August Larsen,Dorothea Falsen
87,August Larsen,Hilde
87,August Larsen,Susanna Ibsen
87,August Larsen,Bergliot Ibsen
87,August Larsen,Sigurd Ibsen
87,August Larsen,Lina
87,August Larsen,Gustaf Gustafson
87,August Larsen,Marie Blehr
87,August Larsen,Carl Lie
87,August Larsen,Frederik Hegel
87,August Larsen,Sofie Cappelen
88,Andreas Isachsen,Christine Siewers
88,Andreas Isachsen,x
88,Andreas Isachsen,Hans Jacob Jensen
88,Andreas Isachsen,x
88,Andreas Isachsen,August Larsen
89,Christine Siewers,Andreas Isachsen
89,Christine Siewers,x
89,Christine Siewers,Hans Jacob Jensen
89,Christine Siewers,x
89,Christine Siewers,August Larsen
90,x,Andreas Isachsen
90,x,Christine Siewers
90,x,Hans Jacob Jensen
90,x,x
90,x,August Larsen
91,Hans Jacob Jensen,Andreas Isachsen
91,Hans Jacob Jensen,Christine Siewers
91,Hans Jacob Jensen,x
91,Hans Jacob Jensen,x
91,Hans Jacob Jensen,August Larsen
92,x,Andreas Isachsen
92,x,Christine Siewers
92,x,x
92,x,Hans Jacob Jensen
92,x,August Larsen
92,x,Sgr. Anatole
92,x,Christian Schierbek
92,x,Martin Schneekloth
92,x,Lars Holst
92,x,Herman Bang
92,x,Rosa
92,x,Paula
92,x,x
92,x,Ludwig Gröbner
92,x,Marie Redwitz
92,x,Tony Grubhofer
92,x,Christiane Schreiber
92,x,Marcus Grønvold
92,x,x
93,Ole Hestenæs,Jacob Kooter
96,Jacob Kooter,Ole Hestenæs
98,Marie Thoresen,Carl Peter Borgaard
98,Marie Thoresen,Christian Tønsberg
98,Marie Thoresen,Henrik Ibsen
98,Marie Thoresen,Wilhelm Lange
99,Carl Peter Borgaard,Marie Thoresen
99,Carl Peter Borgaard,Christian Tønsberg
100,Christian Tønsberg,Marie Thoresen
100,Christian Tønsberg,Carl Peter Borgaard
102,Christian Tønsberg,Olaf Liljekrans
102,Christian Tønsberg,Niels Henriksen Gyldenløve
102,Christian Tønsberg,Niels Henriksen Gyldenløve
102,Christian Tønsberg,Ole Schulerud
102,Christian Tønsberg,Theodor Abildgaard
103,Olaf Liljekrans,Christian Tønsberg
103,Olaf Liljekrans,Niels Henriksen Gyldenløve
103,Olaf Liljekrans,Niels Henriksen Gyldenløve
103,Olaf Liljekrans,Ole Schulerud
103,Olaf Liljekrans,Theodor Abildgaard
103,Olaf Liljekrans,Erik Werenskiold
104,Niels Henriksen Gyldenløve,Christian Tønsberg
104,Niels Henriksen Gyldenløve,Olaf Liljekrans
104,Niels Henriksen Gyldenløve,Niels Henriksen Gyldenløve
104,Niels Henriksen Gyldenløve,Ole Schulerud
104,Niels Henriksen Gyldenløve,Theodor Abildgaard
105,Niels Henriksen Gyldenløve,Christian Tønsberg
105,Niels Henriksen Gyldenløve,Olaf Liljekrans
105,Niels Henriksen Gyldenløve,Niels Henriksen Gyldenløve
105,Niels Henriksen Gyldenløve,Ole Schulerud
105,Niels Henriksen Gyldenløve,Theodor Abildgaard
107,Ole Schulerud,Christian Tønsberg
107,Ole Schulerud,Olaf Liljekrans
107,Ole Schulerud,Niels Henriksen Gyldenløve
107,Ole Schulerud,Niels Henriksen Gyldenløve
107,Ole Schulerud,Theodor Abildgaard
107,Ole Schulerud,Georg Krohn
107,Ole Schulerud,Nils Lund
107,Ole Schulerud,x
107,Ole Schulerud,Hassels Gaard
107,Ole Schulerud,Sigurd Ibsen
108,Theodor Abildgaard,Christian Tønsberg
108,Theodor Abildgaard,Olaf Liljekrans
108,Theodor Abildgaard,Niels Henriksen Gyldenløve
108,Theodor Abildgaard,Niels Henriksen Gyldenløve
108,Theodor Abildgaard,Ole Schulerud
109,Georg Krohn,Nils Lund
109,Georg Krohn,x
109,Georg Krohn,Ole Schulerud
109,Georg Krohn,Hassels Gaard
110,Nils Lund,Georg Krohn
110,Nils Lund,x
110,Nils Lund,Ole Schulerud
110,Nils Lund,Hassels Gaard
110,Nils Lund,Jakob Gottlob Berner
110,Nils Lund,Johan Herman Thoresen
110,Nils Lund,Frederik Hegel
110,Nils Lund,Oskar Blumenthal
110,Nils Lund,Sigurd Ibsen
110,Nils Lund,Thomas Kragh Thoresen
110,Nils Lund,Jakob Gottlob Berner
110,Nils Lund,Hans Jacob Preus
110,Nils Lund,Edvard Stjernström
110,Nils Lund,Jens Peter Jakobsen
110,Nils Lund,Marie Colban
110,Nils Lund,Marie Thoresen
110,Nils Lund,Nils Hertzberg
110,Nils Lund,Anna Daas
110,Nils Lund,Emmanuel Gonzalés
110,Nils Lund,Agatha Haggenmiller
110,Nils Lund,Marcus Grønvold
110,Nils Lund,Herman Bang
110,Nils Lund,Holger Jerichau
110,Nils Lund,Gustav Adolph Dahl
110,Nils Lund,Jonas Lie
110,Nils Lund,John Paulsen
110,Nils Lund,August Lindberg
110,Nils Lund,Otto Petersen
110,Nils Lund,Kristianias
110,Nils Lund,Marie Thoresen
110,Nils Lund,Emil Poulsen
110,Nils Lund,Emil Poulsen
110,Nils Lund,Bjørnstjerne Bjørnson
110,Nils Lund,Sigurd Ibsen
110,Nils Lund,x
111,x,Georg Krohn
111,x,Nils Lund
111,x,Ole Schulerud
111,x,Hassels Gaard
112,Hassels Gaard,Georg Krohn
112,Hassels Gaard,Nils Lund
112,Hassels Gaard,x
112,Hassels Gaard,Ole Schulerud
113,Henrik Ibsen,Wilhelm Lange
113,Henrik Ibsen,Marie Thoresen
113,Henrik Ibsen,Lorenz Dietrichsons
113,Henrik Ibsen,Theodor Mommsen
113,Henrik Ibsen,Johann August Neander
113,Henrik Ibsen,x
113,Henrik Ibsen,Franz Graf Folliot de Crenneville
113,Henrik Ibsen,Erik af Edholm
113,Henrik Ibsen,Ernest Meisonnier
113,Henrik Ibsen,J. Lambert Bellefroid
113,Henrik Ibsen,Vikomte de Jonghe d’
113,Henrik Ibsen,Theophilus Hansen
113,Henrik Ibsen,Léon Bonnat
113,Henrik Ibsen,Maurice Cottier
113,Henrik Ibsen,Paul Dubois
113,Henrik Ibsen,Alfred Darcel
113,Henrik Ibsen,Nikolaus Dumba
113,Henrik Ibsen,Herman Ten Kate
113,Henrik Ibsen,Signore Boito
113,Henrik Ibsen,Giovanni Dupré
113,Henrik Ibsen,Cavaliere Mariani
113,Henrik Ibsen,Giovanni Strazza
113,Henrik Ibsen,Aleksej Bogoljubov
113,Henrik Ibsen,P. Bruloff
113,Henrik Ibsen,Bernhard Afinger
113,Henrik Ibsen,Ludwig Knaus
113,Henrik Ibsen,Karl Piloty
113,Henrik Ibsen,Eduard Schleich
113,Henrik Ibsen,Carl Steffeck
113,Henrik Ibsen,Hermann Weiss
113,Henrik Ibsen,Don Dioscoro Puebla
113,Henrik Ibsen,Ferenc von Pulszky
113,Henrik Ibsen,György Ráht
113,Henrik Ibsen,Karl Costenoble
113,Henrik Ibsen,Eduard Engerth
113,Henrik Ibsen,Heinrich von Ferstel
113,Henrik Ibsen,Friedrich Friedländer
113,Henrik Ibsen,Louis Jacoby
113,Henrik Ibsen,Carl Kundmann
113,Henrik Ibsen,Adolf Obernmüllner
113,Henrik Ibsen,Henryk von Rodakowsky
113,Henrik Ibsen,John Paulsen
113,Henrik Ibsen,Lorenz Dietrichsons
113,Henrik Ibsen,Ove Rode
113,Henrik Ibsen,Lorenz Dietrichsons
113,Henrik Ibsen,Valfrid Vasenius
113,Henrik Ibsen,x
113,Henrik Ibsen,Georg Andreas Bull
113,Henrik Ibsen,Bjørnstjerne Bjørnson
113,Henrik Ibsen,Ina Lange
113,Henrik Ibsen,William Bloch
113,Henrik Ibsen,Georg Nordenswan
113,Henrik Ibsen,August Lindberg
113,Henrik Ibsen,Brynjulf Bergslien
113,Henrik Ibsen,Nils Lund
113,Henrik Ibsen,Mary Karadja
113,Henrik Ibsen,Harald Hansen
113,Henrik Ibsen,Jonas Lie
113,Henrik Ibsen,Laura Fitinghoff
113,Henrik Ibsen,Fredrik Garmann
113,Henrik Ibsen,Frederik Hegel
113,Henrik Ibsen,Bjørnstjerne Bjørnson
114,August Rojahn,Paolo Sperati
114,August Rojahn,Ole Bull
114,August Rojahn,Peter Blytt
115,Paolo Sperati,August Rojahn
115,Paolo Sperati,Ole Bull
115,Paolo Sperati,Peter Blytt
116,Ole Bull,August Rojahn
116,Ole Bull,Paolo Sperati
116,Ole Bull,Peter Blytt
116,Ole Bull,Julius Kronberg
116,Ole Bull,Edvard Grieg
117,Peter Blytt,August Rojahn
117,Peter Blytt,Paolo Sperati
117,Peter Blytt,Ole Bull
118,Carl Johan Anker,Gunnar Olof Hyltén-Cavallius
119,Gunnar Olof Hyltén-Cavallius,Carl Johan Anker
120,x,Egil Skallagrimssøns
121,Egil Skallagrimssøns,x
124,x,Henrik Georg Petersen
125,Henrik Georg Petersen,x
125,Henrik Georg Petersen,Frederik Hegel
125,Henrik Georg Petersen,x
125,Henrik Georg Petersen,x
125,Henrik Georg Petersen,Carl Bloch
125,Henrik Georg Petersen,Christian Schierbek
125,Henrik Georg Petersen,x
125,Henrik Georg Petersen,Hans Valdemar Sthyr
125,Henrik Georg Petersen,Molbech
127,Emil Stang,August Herramb
127,Emil Stang,Joachim Welhaven
127,Emil Stang,G. Næss
127,Emil Stang,August Hellesen
127,Emil Stang,Mathilde Andersen
127,Emil Stang,I. H. Asmundsen
127,Emil Stang,Carl Johannesen
127,Emil Stang,Louis Pedersen
127,Emil Stang,Carsten Woll
128,August Herramb,Emil Stang
128,August Herramb,Joachim Welhaven
128,August Herramb,G. Næss
128,August Herramb,August Hellesen
128,August Herramb,Mathilde Andersen
128,August Herramb,I. H. Asmundsen
128,August Herramb,Carl Johannesen
128,August Herramb,Louis Pedersen
128,August Herramb,Carsten Woll
129,Joachim Welhaven,Emil Stang
129,Joachim Welhaven,August Herramb
129,Joachim Welhaven,G. Næss
129,Joachim Welhaven,August Hellesen
129,Joachim Welhaven,Mathilde Andersen
129,Joachim Welhaven,I. H. Asmundsen
129,Joachim Welhaven,Carl Johannesen
129,Joachim Welhaven,Louis Pedersen
129,Joachim Welhaven,Carsten Woll
130,G. Næss,Emil Stang
130,G. Næss,August Herramb
130,G. Næss,Joachim Welhaven
130,G. Næss,August Hellesen
130,G. Næss,Mathilde Andersen
130,G. Næss,I. H. Asmundsen
130,G. Næss,Carl Johannesen
130,G. Næss,Louis Pedersen
130,G. Næss,Carsten Woll
131,August Hellesen,Emil Stang
131,August Hellesen,August Herramb
131,August Hellesen,Joachim Welhaven
131,August Hellesen,G. Næss
131,August Hellesen,Mathilde Andersen
131,August Hellesen,I. H. Asmundsen
131,August Hellesen,Carl Johannesen
131,August Hellesen,Louis Pedersen
131,August Hellesen,Carsten Woll
132,Mathilde Andersen,Emil Stang
132,Mathilde Andersen,August Herramb
132,Mathilde Andersen,Joachim Welhaven
132,Mathilde Andersen,G. Næss
132,Mathilde Andersen,August Hellesen
132,Mathilde Andersen,I. H. Asmundsen
132,Mathilde Andersen,Carl Johannesen
132,Mathilde Andersen,Louis Pedersen
132,Mathilde Andersen,Carsten Woll
133,I. H. Asmundsen,Emil Stang
133,I. H. Asmundsen,August Herramb
133,I. H. Asmundsen,Joachim Welhaven
133,I. H. Asmundsen,G. Næss
133,I. H. Asmundsen,August Hellesen
133,I. H. Asmundsen,Mathilde Andersen
133,I. H. Asmundsen,Carl Johannesen
133,I. H. Asmundsen,Louis Pedersen
133,I. H. Asmundsen,Carsten Woll
134,Carl Johannesen,Emil Stang
134,Carl Johannesen,August Herramb
134,Carl Johannesen,Joachim Welhaven
134,Carl Johannesen,G. Næss
134,Carl Johannesen,August Hellesen
134,Carl Johannesen,Mathilde Andersen
134,Carl Johannesen,I. H. Asmundsen
134,Carl Johannesen,Louis Pedersen
134,Carl Johannesen,Carsten Woll
135,Louis Pedersen,Emil Stang
135,Louis Pedersen,August Herramb
135,Louis Pedersen,Joachim Welhaven
135,Louis Pedersen,G. Næss
135,Louis Pedersen,August Hellesen
135,Louis Pedersen,Mathilde Andersen
135,Louis Pedersen,I. H. Asmundsen
135,Louis Pedersen,Carl Johannesen
135,Louis Pedersen,Carsten Woll
136,Carsten Woll,Emil Stang
136,Carsten Woll,August Herramb
136,Carsten Woll,Joachim Welhaven
136,Carsten Woll,G. Næss
136,Carsten Woll,August Hellesen
136,Carsten Woll,Mathilde Andersen
136,Carsten Woll,I. H. Asmundsen
136,Carsten Woll,Carl Johannesen
136,Carsten Woll,Louis Pedersen
137,Georg Krohn,Andreas Isachsen
137,Georg Krohn,Frederik Hegel
137,Georg Krohn,Bjørnstjerne Bjørnson
137,Georg Krohn,Kristus
137,Georg Krohn,x
137,Georg Krohn,Ludvig Müller
137,Georg Krohn,Johan Sverdrup
137,Georg Krohn,Maria Stuart
138,Andreas Isachsen,Georg Krohn
138,Andreas Isachsen,Laura Gundersen
138,Andreas Isachsen,Bjørnstjerne Bjørnson
138,Andreas Isachsen,Georg Krohn
138,Andreas Isachsen,Michael Bruun
138,Andreas Isachsen,August Larsen
138,Andreas Isachsen,Georg Krohn
138,Andreas Isachsen,Lucie Wolf
138,Andreas Isachsen,Guldstads
138,Andreas Isachsen,Johannes Brun
138,Andreas Isachsen,Svanhild
138,Andreas Isachsen,Arnoldus Reimers
138,Andreas Isachsen,Falk
138,Andreas Isachsen,Halm
138,Andreas Isachsen,Signe Giebelhausen
138,Andreas Isachsen,Laura Gundersen
138,Andreas Isachsen,Anna Haverland
138,Andreas Isachsen,Fru Juel
138,Andreas Isachsen,Lind
138,Andreas Isachsen,Christian Abelsted
138,Andreas Isachsen,Styver
138,Andreas Isachsen,Frøken Skjære
138,Andreas Isachsen,Henrik Klausen
138,Andreas Isachsen,Harald Nielsen
138,Andreas Isachsen,x
138,Andreas Isachsen,Sofie Parelius
138,Andreas Isachsen,Frederik Hegel
138,Andreas Isachsen,Emil Stang
138,Andreas Isachsen,Hans Jacob Jensen
138,Andreas Isachsen,Georg Brandes
138,Andreas Isachsen,Erik Bøgh
138,Andreas Isachsen,August Larsen
138,Andreas Isachsen,Bjørnstjerne Bjørnson
138,Andreas Isachsen,Jonas Lie
138,Andreas Isachsen,Marie Thoresen
138,Andreas Isachsen,Emil Stang
138,Andreas Isachsen,Hans Jacob Jensen
138,Andreas Isachsen,Nils Lund
138,Andreas Isachsen,Nora
138,Andreas Isachsen,Fru Juel
138,Andreas Isachsen,Helmer
138,Andreas Isachsen,Arnoldus Reimers
138,Andreas Isachsen,Laura Gundersen
138,Andreas Isachsen,Rank
138,Andreas Isachsen,Christian Hammer
138,Andreas Isachsen,Andreas Linde
138,Andreas Isachsen,Harald Nielsen
138,Andreas Isachsen,Lucie Wolf
138,Andreas Isachsen,Sofie Parelius
138,Andreas Isachsen,Hjalmar Ekdals
138,Andreas Isachsen,Gregers
138,Andreas Isachsen,Relling
138,Andreas Isachsen,Kristoffer Janson
138,Andreas Isachsen,Gina Krog
138,Andreas Isachsen,Lucie Wolf
138,Andreas Isachsen,Hedvig
138,Andreas Isachsen,Sørby
138,Andreas Isachsen,Laura Gundersen
138,Andreas Isachsen,Christian Hammer
138,Andreas Isachsen,Bjørnstjerne Bjørnson
138,Andreas Isachsen,Ekdal
138,Andreas Isachsen,Hans Brun
138,Andreas Isachsen,Henrik Klausen
138,Andreas Isachsen,Jens Selmer
138,Andreas Isachsen,Molviks
138,Andreas Isachsen,Henrik Georg Petersen
